Year,Festival,City,Latitude,Longitude,PM2.5_pre,PM2.5_during,PM10_pre,PM10_during,NO2_pre,NO2_during,SO2_pre,SO2_during,CO_pre,CO_during,O3_pre,O3_during,Festival_Date
2021,Holi,Delhi,28.6139,77.209,81.76,163.52,145.6,276.64,30.1,39.13,7.98,10.374,1.036,1.3468,37.24,28.64615385,29-03-2021
2021,Holi,Mumbai,19.076,72.8777,49.64,99.28,88.4,167.96,18.275,23.7575,4.845,6.2985,0.629,0.8177,22.61,17.39230769,29-03-2021
2021,Holi,Kolkata,22.5726,88.3639,64.24,128.48,114.4,217.36,23.65,30.745,6.27,8.151,0.814,1.0582,29.26,22.50769231,29-03-2021
2021,Holi,Chennai,13.0827,80.2707,43.8,87.6,78,148.2,16.125,20.9625,4.275,5.5575,0.555,0.7215,19.95,15.34615385,29-03-2021
2021,Holi,Bengaluru,12.9716,77.5946,40.88,81.76,72.8,138.32,15.05,19.565,3.99,5.187,0.518,0.6734,18.62,14.32307692,29-03-2021
2021,Holi,Hyderabad,17.385,78.4867,55.48,110.96,98.8,187.72,20.425,26.5525,5.415,7.0395,0.703,0.9139,25.27,19.43846154,29-03-2021
2021,Pongal,Delhi,28.6139,77.209,81.76,114.464,145.6,189.28,30.1,36.12,7.98,9.576,1.036,1.2432,37.24,31.03333333,14-01-2021
2021,Pongal,Mumbai,19.076,72.8777,49.64,69.496,88.4,114.92,18.275,21.93,4.845,5.814,0.629,0.7548,22.61,18.84166667,14-01-2021
2021,Pongal,Kolkata,22.5726,88.3639,64.24,89.936,114.4,148.72,23.65,28.38,6.27,7.524,0.814,0.9768,29.26,24.38333333,14-01-2021
2021,Pongal,Chennai,13.0827,80.2707,43.8,61.32,78,101.4,16.125,19.35,4.275,5.13,0.555,0.666,19.95,16.625,14-01-2021
2021,Pongal,Bengaluru,12.9716,77.5946,40.88,57.232,72.8,94.64,15.05,18.06,3.99,4.788,0.518,0.6216,18.62,15.51666667,14-01-2021
2021,Pongal,Hyderabad,17.385,78.4867,55.48,77.672,98.8,128.44,20.425,24.51,5.415,6.498,0.703,0.8436,25.27,21.05833333,14-01-2021
2021,NewYear,Delhi,28.6139,77.209,81.76,106.288,145.6,174.72,30.1,33.11,7.98,8.778,1.036,1.1396,37.24,33.85454545,01-01-2021
2021,NewYear,Mumbai,19.076,72.8777,49.64,64.532,88.4,106.08,18.275,20.1025,4.845,5.3295,0.629,0.6919,22.61,20.55454545,01-01-2021
2021,NewYear,Kolkata,22.5726,88.3639,64.24,83.512,114.4,137.28,23.65,26.015,6.27,6.897,0.814,0.8954,29.26,26.6,01-01-2021
2021,NewYear,Chennai,13.0827,80.2707,43.8,56.94,78,93.6,16.125,17.7375,4.275,4.7025,0.555,0.6105,19.95,18.13636364,01-01-2021
2021,NewYear,Bengaluru,12.9716,77.5946,40.88,53.144,72.8,87.36,15.05,16.555,3.99,4.389,0.518,0.5698,18.62,16.92727273,01-01-2021
2021,NewYear,Hyderabad,17.385,78.4867,55.48,72.124,98.8,118.56,20.425,22.4675,5.415,5.9565,0.703,0.7733,25.27,22.97272727,01-01-2021
2022,Diwali,Delhi,28.6139,77.209,83.44,216.944,148.4,371,30.8,46.2,8.12,12.18,1.064,1.596,36.96,24.64,24-10-2022
2022,Diwali,Mumbai,19.076,72.8777,50.66,131.716,90.1,225.25,18.7,28.05,4.93,7.395,0.646,0.969,22.44,14.96,24-10-2022
2022,Diwali,Kolkata,22.5726,88.3639,65.56,170.456,116.6,291.5,24.2,36.3,6.38,9.57,0.836,1.254,29.04,19.36,24-10-2022
2022,Diwali,Chennai,13.0827,80.2707,44.7,116.22,79.5,198.75,16.5,24.75,4.35,6.525,0.57,0.855,19.8,13.2,24-10-2022
2022,Diwali,Bengaluru,12.9716,77.5946,41.72,108.472,74.2,185.5,15.4,23.1,4.06,6.09,0.532,0.798,18.48,12.32,24-10-2022
2022,Diwali,Hyderabad,17.385,78.4867,56.62,147.212,100.7,251.75,20.9,31.35,5.51,8.265,0.722,1.083,25.08,16.72,24-10-2022
2022,Holi,Delhi,28.6139,77.209,83.44,166.88,148.4,281.96,30.8,40.04,8.12,10.556,1.064,1.3832,36.96,28.43076923,18-03-2022
2022,Holi,Mumbai,19.076,72.8777,50.66,101.32,90.1,171.19,18.7,24.31,4.93,6.409,0.646,0.8398,22.44,17.26153846,18-03-2022
2022,Holi,Kolkata,22.5726,88.3639,65.56,131.12,116.6,221.54,24.2,31.46,6.38,8.294,0.836,1.0868,29.04,22.33846154,18-03-2022
2022,Holi,Chennai,13.0827,80.2707,44.7,89.4,79.5,151.05,16.5,21.45,4.35,5.655,0.57,0.741,19.8,15.23076923,18-03-2022
2022,Holi,Bengaluru,12.9716,77.5946,41.72,83.44,74.2,140.98,15.4,20.02,4.06,5.278,0.532,0.6916,18.48,14.21538462,18-03-2022
2022,Holi,Hyderabad,17.385,78.4867,56.62,113.24,100.7,191.33,20.9,27.17,5.51,7.163,0.722,0.9386,25.08,19.29230769,18-03-2022
2022,Pongal,Delhi,28.6139,77.209,83.44,116.816,148.4,192.92,30.8,36.96,8.12,9.744,1.064,1.2768,36.96,30.8,14-01-2022
2022,Pongal,Mumbai,19.076,72.8777,50.66,70.924,90.1,117.13,18.7,22.44,4.93,5.916,0.646,0.7752,22.44,18.7,14-01-2022
2022,Pongal,Kolkata,22.5726,88.3639,65.56,91.784,116.6,151.58,24.2,29.04,6.38,7.656,0.836,1.0032,29.04,24.2,14-01-2022
2022,Pongal,Chennai,13.0827,80.2707,44.7,62.58,79.5,103.35,16.5,19.8,4.35,5.22,0.57,0.684,19.8,16.5,14-01-2022
2022,Pongal,Bengaluru,12.9716,77.5946,41.72,58.408,74.2,96.46,15.4,18.48,4.06,4.872,0.532,0.6384,18.48,15.4,14-01-2022
2022,Pongal,Hyderabad,17.385,78.4867,56.62,79.268,100.7,130.91,20.9,25.08,5.51,6.612,0.722,0.8664,25.08,20.9,14-01-2022
2022,NewYear,Delhi,28.6139,77.209,83.44,108.472,148.4,178.08,30.8,33.88,8.12,8.932,1.064,1.1704,36.96,33.6,01-01-2022
2022,NewYear,Mumbai,19.076,72.8777,50.66,65.858,90.1,108.12,18.7,20.57,4.93,5.423,0.646,0.7106,22.44,20.4,01-01-2022
2022,NewYear,Kolkata,22.5726,88.3639,65.56,85.228,116.6,139.92,24.2,26.62,6.38,7.018,0.836,0.9196,29.04,26.4,01-01-2022
2022,NewYear,Chennai,13.0827,80.2707,44.7,58.11,79.5,95.4,16.5,18.15,4.35,4.785,0.57,0.627,19.8,18,01-01-2022
2022,NewYear,Bengaluru,12.9716,77.5946,41.72,54.236,74.2,89.04,15.4,16.94,4.06,4.466,0.532,0.5852,18.48,16.8,01-01-2022
2022,NewYear,Hyderabad,17.385,78.4867,56.62,73.606,100.7,120.84,20.9,22.99,5.51,6.061,0.722,0.7942,25.08,22.8,01-01-2022
2023,Diwali,Delhi,28.6139,77.209,85.12,221.312,151.2,378,31.5,47.25,8.26,12.39,1.092,1.638,36.68,24.45333333,12-11-2023
2023,Diwali,Mumbai,19.076,72.8777,51.68,134.368,91.8,229.5,19.125,28.6875,5.015,7.5225,0.663,0.9945,22.27,14.84666667,12-11-2023
2023,Diwali,Kolkata,22.5726,88.3639,66.88,173.888,118.8,297,24.75,37.125,6.49,9.735,0.858,1.287,28.82,19.21333333,12-11-2023
2023,Diwali,Chennai,13.0827,80.2707,45.6,118.56,81,202.5,16.875,25.3125,4.425,6.6375,0.585,0.8775,19.65,13.1,12-11-2023
2023,Diwali,Bengaluru,12.9716,77.5946,42.56,110.656,75.6,189,15.75,23.625,4.13,6.195,0.546,0.819,18.34,12.22666667,12-11-2023
2023,Diwali,Hyderabad,17.385,78.4867,57.76,150.176,102.6,256.5,21.375,32.0625,5.605,8.4075,0.741,1.1115,24.89,16.59333333,12-11-2023
2023,Holi,Delhi,28.6139,77.209,85.12,170.24,151.2,287.28,31.5,40.95,8.26,10.738,1.092,1.4196,36.68,28.21538462,08-03-2023
2023,Holi,Mumbai,19.076,72.8777,51.68,103.36,91.8,174.42,19.125,24.8625,5.015,6.5195,0.663,0.8619,22.27,17.13076923,08-03-2023
2023,Holi,Kolkata,22.5726,88.3639,66.88,133.76,118.8,225.72,24.75,32.175,6.49,8.437,0.858,1.1154,28.82,22.16923077,08-03-2023
2023,Holi,Chennai,13.0827,80.2707,45.6,91.2,81,153.9,16.875,21.9375,4.425,5.7525,0.585,0.7605,19.65,15.11538462,08-03-2023
2023,Holi,Bengaluru,12.9716,77.5946,42.56,85.12,75.6,143.64,15.75,20.475,4.13,5.369,0.546,0.7098,18.34,14.10769231,08-03-2023
2023,Holi,Hyderabad,17.385,78.4867,57.76,115.52,102.6,194.94,21.375,27.7875,5.605,7.2865,0.741,0.9633,24.89,19.14615385,08-03-2023
2023,Pongal,Delhi,28.6139,77.209,85.12,119.168,151.2,196.56,31.5,37.8,8.26,9.912,1.092,1.3104,36.68,30.56666667,15-01-2023
2023,Pongal,Mumbai,19.076,72.8777,51.68,72.352,91.8,119.34,19.125,22.95,5.015,6.018,0.663,0.7956,22.27,18.55833333,15-01-2023
2023,Pongal,Kolkata,22.5726,88.3639,66.88,93.632,118.8,154.44,24.75,29.7,6.49,7.788,0.858,1.0296,28.82,24.01666667,15-01-2023
2023,Pongal,Chennai,13.0827,80.2707,45.6,63.84,81,105.3,16.875,20.25,4.425,5.31,0.585,0.702,19.65,16.375,15-01-2023
2023,Pongal,Bengaluru,12.9716,77.5946,42.56,59.584,75.6,98.28,15.75,18.9,4.13,4.956,0.546,0.6552,18.34,15.28333333,15-01-2023
2023,Pongal,Hyderabad,17.385,78.4867,57.76,80.864,102.6,133.38,21.375,25.65,5.605,6.726,0.741,0.8892,24.89,20.74166667,15-01-2023
2023,NewYear,Delhi,28.6139,77.209,85.12,110.656,151.2,181.44,31.5,34.65,8.26,9.086,1.092,1.2012,36.68,33.34545455,01-01-2023
2023,NewYear,Mumbai,19.076,72.8777,51.68,67.184,91.8,110.16,19.125,21.0375,5.015,5.5165,0.663,0.7293,22.27,20.24545455,01-01-2023
2023,NewYear,Kolkata,22.5726,88.3639,66.88,86.944,118.8,142.56,24.75,27.225,6.49,7.139,0.858,0.9438,28.82,26.2,01-01-2023
2023,NewYear,Chennai,13.0827,80.2707,45.6,59.28,81,97.2,16.875,18.5625,4.425,4.8675,0.585,0.6435,19.65,17.86363636,01-01-2023
2023,NewYear,Bengaluru,12.9716,77.5946,42.56,55.328,75.6,90.72,15.75,17.325,4.13,4.543,0.546,0.6006,18.34,16.67272727,01-01-2023
2023,NewYear,Hyderabad,17.385,78.4867,57.76,75.088,102.6,123.12,21.375,23.5125,5.605,6.1655,0.741,0.8151,24.89,22.62727273,01-01-2023
2024,Diwali,Delhi,28.6139,77.209,86.8,225.68,154,385,32.2,48.3,8.4,12.6,1.12,1.68,36.4,24.26666667,01-11-2024
2024,Diwali,Mumbai,19.076,72.8777,52.7,137.02,93.5,233.75,19.55,29.325,5.1,7.65,0.68,1.02,22.1,14.73333333,01-11-2024
2024,Diwali,Kolkata,22.5726,88.3639,68.2,177.32,121,302.5,25.3,37.95,6.6,9.9,0.88,1.32,28.6,19.06666667,01-11-2024
2024,Diwali,Chennai,13.0827,80.2707,46.5,120.9,82.5,206.25,17.25,25.875,4.5,6.75,0.6,0.9,19.5,13,01-11-2024
2024,Diwali,Bengaluru,12.9716,77.5946,43.4,112.84,77,192.5,16.1,24.15,4.2,6.3,0.56,0.84,18.2,12.13333333,01-11-2024
2024,Diwali,Hyderabad,17.385,78.4867,58.9,153.14,104.5,261.25,21.85,32.775,5.7,8.55,0.76,1.14,24.7,16.46666667,01-11-2024
2024,Holi,Delhi,28.6139,77.209,86.8,173.6,154,292.6,32.2,41.86,8.4,10.92,1.12,1.456,36.4,28,25-03-2024
2024,Holi,Mumbai,19.076,72.8777,52.7,105.4,93.5,177.65,19.55,25.415,5.1,6.63,0.68,0.884,22.1,17,25-03-2024
2024,Holi,Kolkata,22.5726,88.3639,68.2,136.4,121,229.9,25.3,32.89,6.6,8.58,0.88,1.144,28.6,22,25-03-2024
2024,Holi,Chennai,13.0827,80.2707,46.5,93,82.5,156.75,17.25,22.425,4.5,5.85,0.6,0.78,19.5,15,25-03-2024
2024,Holi,Bengaluru,12.9716,77.5946,43.4,86.8,77,146.3,16.1,20.93,4.2,5.46,0.56,0.728,18.2,14,25-03-2024
2024,Holi,Hyderabad,17.385,78.4867,58.9,117.8,104.5,198.55,21.85,28.405,5.7,7.41,0.76,0.988,24.7,19,25-03-2024
2024,Pongal,Delhi,28.6139,77.209,86.8,121.52,154,200.2,32.2,38.64,8.4,10.08,1.12,1.344,36.4,30.33333333,15-01-2024
2024,Pongal,Mumbai,19.076,72.8777,52.7,73.78,93.5,121.55,19.55,23.46,5.1,6.12,0.68,0.816,22.1,18.41666667,15-01-2024
2024,Pongal,Kolkata,22.5726,88.3639,68.2,95.48,121,157.3,25.3,30.36,6.6,7.92,0.88,1.056,28.6,23.83333333,15-01-2024
2024,Pongal,Chennai,13.0827,80.2707,46.5,65.1,82.5,107.25,17.25,20.7,4.5,5.4,0.6,0.72,19.5,16.25,15-01-2024
2024,Pongal,Bengaluru,12.9716,77.5946,43.4,60.76,77,100.1,16.1,19.32,4.2,5.04,0.56,0.672,18.2,15.16666667,15-01-2024
2024,Pongal,Hyderabad,17.385,78.4867,58.9,82.46,104.5,135.85,21.85,26.22,5.7,6.84,0.76,0.912,24.7,20.58333333,15-01-2024
2024,NewYear,Delhi,28.6139,77.209,86.8,112.84,154,184.8,32.2,35.42,8.4,9.24,1.12,1.232,36.4,33.09090909,01-01-2024
2024,NewYear,Mumbai,19.076,72.8777,52.7,68.51,93.5,112.2,19.55,21.505,5.1,5.61,0.68,0.748,22.1,20.09090909,01-01-2024
2024,NewYear,Kolkata,22.5726,88.3639,68.2,88.66,121,145.2,25.3,27.83,6.6,7.26,0.88,0.968,28.6,26,01-01-2024
2024,NewYear,Chennai,13.0827,80.2707,46.5,60.45,82.5,99,17.25,18.975,4.5,4.95,0.6,0.66,19.5,17.72727273,01-01-2024
2024,NewYear,Bengaluru,12.9716,77.5946,43.4,56.42,77,92.4,16.1,17.71,4.2,4.62,0.56,0.616,18.2,16.54545455,01-01-2024
2024,NewYear,Hyderabad,17.385,78.4867,58.9,76.57,104.5,125.4,21.85,24.035,5.7,6.27,0.76,0.836,24.7,22.45454545,01-01-2024
